name,type,temp_c,humidity_pct,seasons,spoilage_status,CO2_ppm,Ethylene_ppm,NH3_ppm,H2S_ppm,VOC_ppm,O2_%,Transit_Duration_hrs,source,min_optimal_temp,max_optimal_temp,min_optimal_humidity,max_optimal_humidity,shelf_life
Pork Loin,General_IoT,7.8,74.6,Summer,ALERT,812.6,4.753,13.391,5.9007,147.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,14.8,85.0,Summer,ALERT,1492.6,7.837,11.203,8.9395,617.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,11.3,82.9,Summer,ALERT,641.4,1.706,7.98,0.4493,262.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Pork Loin,General_IoT,8.0,71.5,Summer,WARN,1883.7,4.88,5.249,1.9012,11.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,7.6,87.6,Monsoon,OK,1471.8,2.027,6.792,3.7387,143.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.1,73.8,Monsoon,OK,2331.4,1.468,6.071,1.3905,366.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.1,87.9,Monsoon,OK,2380.2,2.22,9.109,1.2364,303.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.6,74.1,Monsoon,OK,1984.4,1.986,2.565,2.3007,53.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,7.5,78.1,Monsoon,WARN,1208.5,3.202,2.22,0.0545,86.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,9.2,73.0,Monsoon,WARN,2883.4,2.181,5.984,5.2987,268.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,7.4,88.2,Monsoon,WARN,2038.4,0.732,13.744,2.1027,256.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.5,73.1,Monsoon,WARN,2951.2,0.35,10.538,2.8205,257.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,7.0,88.6,Monsoon,WARN,1252.4,4.322,6.084,5.0166,351.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,11.2,89.8,Monsoon,WARN,1597.0,3.659,6.089,0.3052,188.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,4.8,83.0,Monsoon,WARN,958.6,1.241,6.628,2.708,197.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,11.1,70.3,Monsoon,WARN,559.8,5.394,2.415,2.9586,236.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,7.5,67.8,Monsoon,WARN,2924.6,5.287,5.631,0.1293,184.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,10.4,66.5,Monsoon,WARN,627.7,1.058,4.262,1.1064,105.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Chicken,General_IoT,3.2,77.1,Monsoon,OK,2792.2,2.532,11.16,4.8527,371.0,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,5.6,75.5,Monsoon,OK,2740.5,4.169,9.815,1.4774,417.6,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,5.0,75.5,Monsoon,OK,2013.1,0.585,1.454,1.496,166.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,5.9,91.9,Monsoon,OK,2270.8,0.214,1.877,0.3963,304.1,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.9,78.8,Monsoon,OK,1134.5,5.026,6.884,0.8246,151.1,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.9,77.7,Monsoon,OK,1313.6,0.921,13.181,1.0706,53.1,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,3.7,75.2,Monsoon,OK,1494.6,4.741,14.667,3.696,213.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,3.9,91.7,Monsoon,OK,1326.2,4.464,11.674,3.7548,229.2,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,2.5,70.3,Monsoon,OK,2214.3,2.075,1.443,4.904,313.0,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,5.6,85.9,Monsoon,OK,1001.5,2.007,9.948,2.9876,381.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,2.8,73.9,Monsoon,OK,777.7,2.909,1.732,0.186,148.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,7.3,85.5,Monsoon,OK,2322.0,0.793,9.177,0.2002,45.1,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,3.3,70.7,Monsoon,OK,1417.5,1.395,5.913,5.8439,114.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,4.6,79.0,Monsoon,OK,2663.3,4.592,0.047,5.3623,71.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,3.9,65.3,Monsoon,OK,2913.3,0.36,4.421,5.0118,186.6,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,3.6,92.3,Monsoon,OK,2531.4,0.537,12.216,3.9287,448.7,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,4.8,67.8,Monsoon,OK,2874.8,4.002,3.93,3.5344,25.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.3,88.2,Monsoon,OK,1977.1,1.442,9.1,4.0849,264.8,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.7,74.0,Monsoon,WARN,1402.8,4.73,11.831,1.9063,532.2,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,4.7,79.0,Monsoon,WARN,2126.3,5.844,14.322,5.5706,13.5,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.7,84.6,Monsoon,WARN,2275.2,3.49,7.653,5.4039,227.7,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,7.0,81.8,Monsoon,WARN,1732.6,4.44,14.707,0.1742,331.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,7.1,81.7,Monsoon,OK,2099.6,5.323,0.842,6.7239,276.8,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,9.3,85.0,Monsoon,WARN,1762.1,3.0,7.997,3.3514,36.6,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,7.5,81.9,Monsoon,WARN,1509.7,4.561,11.415,6.2886,174.6,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.6,85.9,Monsoon,OK,1863.6,3.68,1.95,1.1573,29.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.4,83.3,Monsoon,OK,1314.4,2.255,0.857,3.0049,414.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,3.1,68.4,Monsoon,WARN,2290.0,2.836,4.614,6.9411,280.5,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,5.3,76.2,Monsoon,WARN,1971.5,4.814,10.507,1.2847,88.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,5.0,84.2,Monsoon,WARN,720.0,3.147,6.791,4.1799,320.5,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,5.1,81.7,Monsoon,WARN,503.0,3.452,11.545,3.8154,415.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,5.2,70.1,Monsoon,WARN,753.0,5.043,12.16,7.0752,149.5,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.6,87.4,Monsoon,WARN,717.8,6.426,4.2,6.0529,86.1,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,7.4,65.2,Monsoon,WARN,1035.2,4.529,11.849,6.132,253.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.5,78.8,Monsoon,WARN,930.0,4.488,16.829,1.6342,367.5,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,4.7,79.8,Monsoon,WARN,482.3,6.031,10.812,3.5468,38.0,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.7,75.6,Monsoon,WARN,1486.0,1.752,16.406,1.5718,66.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.4,77.0,Monsoon,WARN,2373.4,6.275,4.238,5.0685,163.2,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,10.0,82.8,Monsoon,WARN,1077.2,1.928,3.627,4.6997,74.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.3,83.4,Monsoon,WARN,1989.4,4.43,17.636,1.7216,98.1,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,10.2,67.3,Monsoon,WARN,631.8,0.273,13.616,1.5469,271.1,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.1,93.0,Monsoon,WARN,2186.5,2.12,7.303,7.7146,527.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.4,72.5,Monsoon,WARN,1412.4,1.213,13.617,5.5478,337.0,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,7.4,71.9,Monsoon,WARN,1400.8,6.521,17.531,6.7,541.5,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,10.7,80.8,Monsoon,WARN,2961.7,4.166,0.999,6.5927,72.6,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.9,70.3,Monsoon,WARN,2772.8,4.562,3.21,4.1544,240.8,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.4,87.0,Monsoon,WARN,2759.1,1.408,5.288,5.8513,263.0,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.2,89.0,Monsoon,ALERT,575.1,5.089,17.734,7.6321,331.2,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.7,70.3,Monsoon,WARN,2487.8,1.268,11.734,7.1996,515.6,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.7,68.4,Monsoon,WARN,686.4,0.631,0.135,7.2096,573.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,4.6,65.2,Monsoon,WARN,713.8,5.332,3.246,0.9727,188.2,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,9.3,78.1,Monsoon,WARN,2947.2,3.909,10.27,3.6292,378.3,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.8,76.6,Monsoon,WARN,2706.0,4.615,6.604,0.9323,257.3,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,9.0,88.9,Monsoon,WARN,2270.2,0.203,11.307,0.8711,123.3,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.1,93.9,Monsoon,ALERT,1153.5,7.193,11.08,9.0669,444.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,9.3,79.3,Monsoon,WARN,612.4,6.011,4.951,0.0935,93.4,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,4.7,76.5,Monsoon,WARN,1208.4,7.167,2.773,1.8761,607.7,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,11.2,74.1,Monsoon,ALERT,2925.5,6.987,14.436,4.7325,529.7,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,7.3,72.2,Monsoon,WARN,968.5,6.254,0.745,8.2371,21.3,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,9.8,70.5,Monsoon,ALERT,1300.5,3.457,18.416,7.8163,609.2,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,5.0,81.7,Monsoon,WARN,668.8,6.362,11.578,5.0106,126.3,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,7.9,81.5,Monsoon,WARN,1508.8,7.078,0.448,7.2284,34.2,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,6.5,83.1,Monsoon,WARN,1904.9,0.662,1.5,4.2468,365.3,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,7.8,86.6,Monsoon,ALERT,1300.1,7.966,17.28,9.9267,12.0,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,9.7,88.8,Monsoon,ALERT,1438.7,3.745,16.74,5.1062,445.3,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,12.6,92.4,Monsoon,ALERT,1331.8,6.752,13.073,5.5907,467.2,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,8.6,70.7,Monsoon,WARN,489.9,0.568,7.072,3.0238,371.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Chicken,General_IoT,12.4,68.0,Monsoon,ALERT,1951.3,2.85,10.754,6.9136,617.9,11.55,35.5,IoT_Timeseries,0.0,4.0,70.0,78.0,3.0
Whole Milk,General_IoT,7.5,72.1,Summer,OK,749.2,2.439,12.993,2.5116,406.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.1,89.8,Summer,WARN,691.3,2.212,7.739,4.4342,437.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,7.2,69.2,Summer,OK,2534.9,0.831,1.073,3.8659,478.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.9,74.2,Summer,OK,2587.3,5.052,3.129,0.5426,18.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,4.7,91.7,Summer,OK,2150.7,1.229,0.406,4.9358,57.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.2,85.3,Summer,OK,2786.0,2.609,1.986,1.6202,361.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,7.9,84.0,Summer,OK,1623.5,4.203,6.952,1.0497,391.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,7.5,84.9,Summer,OK,2902.9,3.418,4.37,3.6403,138.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,2.5,65.6,Summer,OK,2593.0,0.075,0.031,1.6485,110.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,5.2,66.4,Summer,WARN,1628.1,0.801,15.417,3.8406,353.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.3,67.3,Summer,WARN,1759.1,4.903,12.228,3.244,306.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,5.5,87.1,Summer,WARN,2786.3,1.205,13.836,2.7862,344.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,7.5,66.3,Summer,OK,1717.4,1.547,3.642,0.6968,140.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,7.0,87.1,Summer,WARN,1586.2,1.578,11.732,3.2098,472.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.5,83.8,Summer,OK,2467.9,2.767,5.705,1.9523,181.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.4,76.7,Summer,OK,764.5,1.597,5.932,1.8707,109.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.3,74.4,Summer,WARN,1493.2,0.822,7.571,0.3425,254.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,3.8,91.9,Summer,WARN,1333.5,4.173,10.771,4.7462,361.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.7,85.3,Summer,WARN,1585.7,2.975,11.736,3.3851,521.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,10.4,87.9,Summer,WARN,481.3,4.602,0.65,4.3736,14.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,11.3,88.5,Summer,WARN,1167.1,2.667,1.796,4.4132,294.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,11.2,81.6,Summer,WARN,1463.0,2.516,1.391,6.2768,88.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,5.7,79.1,Summer,WARN,698.9,0.725,0.27,3.1311,425.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,3.4,73.8,Summer,WARN,2443.2,1.498,0.501,2.0818,210.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.9,85.4,Summer,WARN,2362.4,0.363,11.12,5.5228,132.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,10.4,82.2,Summer,WARN,1078.9,1.006,14.642,3.2324,162.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.0,72.4,Summer,ALERT,1043.4,5.811,14.328,4.8805,452.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,4.6,89.5,Summer,WARN,547.9,1.532,4.325,5.3732,156.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,11.6,85.7,Summer,WARN,946.0,0.594,2.458,4.7017,94.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.4,90.1,Summer,WARN,2742.5,0.187,11.393,0.0838,65.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,3.2,85.2,Summer,WARN,1088.4,2.761,11.641,6.8632,369.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.9,74.5,Summer,WARN,1503.5,2.667,2.226,7.1286,182.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.0,71.3,Summer,ALERT,2384.3,2.097,18.141,7.3425,232.4,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.7,83.4,Summer,WARN,2524.3,6.386,11.956,1.3833,116.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.2,93.5,Summer,WARN,2315.7,5.87,11.566,1.3232,299.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,5.2,85.0,Summer,ALERT,628.9,5.976,12.625,6.3403,461.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,8.1,79.8,Summer,WARN,1654.3,6.187,5.306,4.4561,158.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,5.1,76.6,Summer,WARN,1783.4,0.932,9.505,2.3455,254.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.3,94.9,Summer,ALERT,1314.3,2.01,12.25,6.4679,21.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,6.6,90.8,Summer,ALERT,1058.5,5.048,18.382,4.8485,34.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,7.6,65.9,Summer,ALERT,1865.5,0.961,7.546,5.4811,518.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,11.5,71.5,Summer,ALERT,1366.5,1.626,12.333,5.5793,404.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,11.0,82.2,Summer,ALERT,803.8,3.04,17.753,6.574,296.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.8,86.0,Summer,ALERT,2729.2,2.52,13.656,3.8157,301.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,12.5,90.9,Summer,ALERT,2482.7,0.776,8.525,1.9475,501.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,9.9,92.4,Summer,ALERT,1637.1,2.948,1.986,6.9498,420.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,3.9,76.3,Summer,ALERT,1712.1,7.044,18.757,3.0399,555.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Whole Milk,General_IoT,10.1,85.4,Summer,ALERT,1280.1,5.792,6.988,8.0903,578.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,3.6,71.9,Spring,OK,2060.8,0.976,13.204,3.9377,360.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,3.1,75.3,Spring,OK,506.8,0.017,2.069,2.2051,90.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.6,94.1,Spring,OK,2808.8,4.462,5.218,0.3523,455.9,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,3.2,81.8,Spring,OK,570.3,0.164,6.888,4.1791,498.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,7.1,94.5,Spring,WARN,1992.0,4.624,15.229,1.4638,52.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.8,78.6,Spring,WARN,2772.4,3.326,5.746,4.762,23.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,4.9,81.8,Spring,OK,2033.5,0.839,1.332,4.1274,272.3,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.0,77.4,Spring,OK,498.3,0.409,3.659,1.7966,321.6,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,2.3,65.4,Spring,OK,2833.5,0.316,8.307,2.4475,11.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,8.3,68.7,Spring,WARN,974.7,2.402,0.379,3.5265,224.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.1,65.1,Spring,WARN,1280.8,1.677,12.049,0.2499,325.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.3,68.8,Spring,OK,862.8,1.872,6.868,3.133,73.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,4.0,93.6,Spring,WARN,1074.1,0.603,6.502,5.2254,144.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.8,77.8,Spring,WARN,2684.9,4.215,15.35,2.2508,141.8,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,7.5,85.9,Spring,WARN,2573.4,1.8,5.902,1.6569,49.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,5.4,94.4,Spring,OK,1153.2,2.557,1.503,1.4452,310.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,4.0,90.3,Spring,WARN,1521.0,3.923,4.415,3.7532,531.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,2.7,73.8,Spring,OK,1654.4,2.262,9.78,0.4287,275.7,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,8.9,69.2,Spring,WARN,530.5,4.589,16.309,6.1817,361.5,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,6.8,75.9,Spring,WARN,2716.7,5.835,16.636,0.9937,141.1,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,3.1,86.2,Spring,WARN,872.2,2.29,13.185,0.0456,296.0,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
Strawberries,General_IoT,4.4,66.4,Spring,OK,2879.7,5.412,0.524,1.7732,445.2,11.55,35.5,IoT_Timeseries,2.0,6.0,80.0,90.0,7.0
